LIBCOM,nb,zone,Code
Saint-Étienne-les-Orgues,36,reg93,04178
Saint-Étienne-sur-Chalaronne,20,reg84,01351
Saint-Étienne-sur-Reyssouze,4,reg84,01352
Saint-Eusèbe,8,reg84,74231
Saint-Eusèbe,6,reg27,71412
Saint-Eustache-la-Forêt,110,reg28,76576
Saint-Évarzec,66,reg53,29247
Saint-Evroult-Notre-Dame-du-Bois,40,reg28,61386
Saint-Fargeau,90,reg27,89344
Saint-Fargeau-Ponthierry,1252,IDF_DEP_77,77407
Saint-Faust,10,reg75,64478
Saint-Féliu-d'Amont,19,reg76,66173
Saint-Féliu-d'Avall,113,reg76,66174
Saint-Félix,4,reg75,16315
Saint-Félix,4,reg75,17327
Saint-Félix,170,reg84,03232
Saint-Félix,170,reg84,74233
Saint-Fiel,12,reg75,23195
Saint-Firmin,12,reg27,71413
Saint-Firmin,12,reg27,58239
Saint-Firmin-des-Bois,18,reg24,45275
Saint-Firmin-des-Prés,28,reg24,41209
Saint-Flavy,6,reg44,10339
Saint-Florent,9,reg24,45277
Saint-Florent,88,reg94,2B298
Saint-Florent-sur-Cher,618,reg24,18207
Saint-Florentin,597,reg27,89345
Saint-Flour,524,reg84,63343
Saint-Flour,524,reg84,15187
Saint-Flovier,32,reg24,37218
Saint-Fons,3737,reg84,69199
Saint-Forgeux,32,reg84,69200
Saint-Fort-sur-Gironde,2,reg75,17328
Saint-Fraigne,5,reg75,16317
Saint-Fraimbault,11,reg28,61387
Saint-Fraimbault-de-Prières,6,reg52,53216
Saint-François-de-Sales,8,reg84,73234
Saint-Frion,6,reg75,23196
Saint-Front,4,reg75,16318
Saint-Front-de-Pradoux,15,reg75,24409
Saint-Front-la-Rivière,6,reg75,24410
Saint-Fulgent,158,reg52,85215
Saint-Fuscien,7,reg32,80702
Saint-Galmier,214,reg84,42222
Saint-Gatien-des-Bois,102,reg28,14578
Saint-Gaudens,562,reg76,31483
Saint-Gauzens,2,reg76,81248
Saint-Genès-Champanelle,71,reg84,63345
Saint-Genest,8,reg84,03233
Saint-Genest-Lerpt,480,reg84,42223
Saint-Genest-Malifaux,87,reg84,42224
Saint-Gengoux-de-Scissé,13,reg27,71416
Saint-Gengoux-le-National,52,reg27,71417
Saint-Geniès-Bellevue,57,reg76,31484
Saint-Geniez,3,reg93,04179
Saint-Genis-de-Saintonge,69,reg75,17331
Saint-Génis-des-Fontaines,38,reg76,66175
Saint-Genis-l'Argentière,41,reg84,69203
Saint-Genis-Laval,1533,reg84,69204
Saint-Genis-les-Ollières,244,reg84,69205
Saint-Genis-Pouilly,1207,reg84,01354
Saint-Genis-sur-Menthon,20,reg84,01355
Saint-Genouph,4,reg24,37219
Saint-Georges-d'Hurtières,9,reg84,73237
Saint-Georges-d'Oléron,122,reg75,17337
Saint-Georges-de-Baroille,4,reg84,42226
Saint-Georges-de-Didonne,120,reg75,17333
Saint-Georges-de-Mons,143,reg84,63349
Saint-Georges-de-Montclard,4,reg75,24414
Saint-Georges-de-Pointindoux,17,reg52,85218
Saint-Georges-de-Poisieux,1,reg24,18209
Saint-Georges-de-Reneins,125,reg84,69206
Saint-Georges-des-Coteaux,27,reg75,17336
Saint-Georges-des-Groseillers,76,reg28,61391
Saint-Georges-du-Bois,29,reg75,17338
Saint-Georges-du-Bois,33,reg52,72280
Saint-Georges-du-Vièvre,56,reg28,27542
Saint-Georges-en-Couzan,15,reg84,42227
Saint-Georges-Haute-Ville,6,reg84,42228
Saint-Georges-le-Fléchard,6,reg52,53220
Saint-Georges-Motel,17,reg28,27543
Saint-Georges-sur-Allier,11,reg84,63350
Saint-Georges-sur-Baulche,49,reg27,89346
Saint-Georges-sur-Cher,10,reg24,41211
Saint-Georges-sur-Erve,2,reg52,53221
Saint-Georges-sur-l'Aa,31,reg32,59532
Saint-Georges-sur-la-Prée,28,reg24,18210
Saint-Georges-sur-Loire,146,reg52,49283
Saint-Georges-sur-Moulon,8,reg24,18211
Saint-Georges-sur-Renon,2,reg84,01356
Saint-Geours-d'Auribat,4,reg75,40260
Saint-Geours-de-Maremne,64,reg75,40261
Saint-Gérand,25,reg53,56213
Saint-Gérand-de-Vaux,3,reg84,03234
Saint-Gérand-le-Puy,20,reg84,03235
Saint-Germain,126,reg44,54475
Saint-Germain,126,reg44,10340
Saint-Germain-au-Mont-d'Or,394,reg84,69207
Saint-Germain-Beaupré,22,reg75,23199
Saint-Germain-d'Aunay,1,reg28,61392
Saint-Germain-de-Joux,43,reg84,01357
Saint-Germain-de-la-Coudre,31,reg28,61394
Saint-Germain-de-Prinçay,35,reg52,85220
Saint-Germain-des-Angles,1,reg28,27546
Saint-Germain-des-Bois,4,reg24,18212
Saint-Germain-des-Fossés,277,reg84,03236
Saint-Germain-des-Prés,67,reg52,49284
Saint-Germain-des-Prés,34,reg24,45279
Saint-Germain-des-Prés,5,reg75,24417
Saint-Germain-du-Bois,41,reg27,71419
Saint-Germain-du-Corbéis,284,reg28,61397
Saint-Germain-du-Plain,23,reg27,71420
Saint-Germain-du-Puy,579,reg24,18213
Saint-Germain-du-Salembre,23,reg75,24418
Saint-Germain-en-Brionnais,2,reg27,71421
Saint-Germain-en-Laye,3455,IDF_DEP_78,78551
Saint-Germain-en-Montagne,4,reg27,39481
Saint-Germain-l'Herm,13,reg84,63353
Saint-Germain-la-Blanche-Herbe,463,reg28,14587
Saint-Germain-la-Campagne,62,reg28,27547
Saint-Germain-la-Poterie,16,reg32,60576
Saint-Germain-Laval,89,reg84,42230
Saint-Germain-Laval,223,IDF_DEP_77,77409
Saint-Germain-le-Châtelet,11,reg27,90091
Saint-Germain-le-Fouilloux,23,reg52,53224
Saint-Germain-le-Guillaume,2,reg52,53225
Saint-Germain-le-Vasson,54,reg28,14589
Saint-Germain-Lembron,35,reg84,63352
Saint-Germain-les-Paroisses,5,reg84,01358
Saint-Germain-les-Vergnes,16,reg75,19207
Saint-Germain-Lespinasse,17,reg84,42231
Saint-Germain-Nuelles,15,reg84,69208
Saint-Germain-sur-Morin,30,IDF_DEP_77,77413
Saint-Germain-sur-Rhône,13,reg84,74235
Saint-Germain-sur-Vienne,19,reg24,37220
Saint-Germainmont,10,reg44,08381
Saint-Germer-de-Fly,37,reg32,60577
Saint-Gervais,27,reg52,85221
Saint-Gervais,5,IDF_DEP_95,95554
Saint-Gervais,27,reg75,33415
Saint-Gervais-d'Auvergne,29,reg84,63354
Saint-Gervais-en-Belin,22,reg52,72287
Saint-Gervais-la-Forêt,131,reg24,41212
Saint-Gervais-les-Bains,247,reg84,74236
Saint-Gervais-sur-Couches,2,reg27,71424
Saint-Gildas-de-Rhuys,17,reg53,56214
Saint-Gildas-des-Bois,86,reg52,44161
Saint-Gilles-Croix-de-Vie,293,reg52,85222
Saint-Gilles-de-Crétot,5,reg28,76585
Saint-Gilles-les-Bois,2,reg53,22293
Saint-Gilles-Pligeaux,3,reg53,22294
Saint-Gilles-Vieux-Marché,2,reg53,22295
Saint-Gingolph,28,reg84,74237
Saint-Girons,223,reg76,09261
Saint-Glen,7,reg53,22296
Saint-Goazec,33,reg53,29249
Saint-Gondon,23,reg24,45280
Saint-Gonnery,12,reg53,56215
Saint-Gorgon,10,reg53,56216
Saint-Gratien,1,reg32,80704
Saint-Gratien,2478,IDF_DEP_95,95555
Saint-Gravé,11,reg53,56218
Saint-Haon-le-Châtel,36,reg84,42232
Saint-Haon-le-Vieux,7,reg84,42233
Saint-Héand,136,reg84,42234
Saint-Hélen,43,reg53,22299
Saint-Hellier,10,reg28,76588
Saint-Herblain,5261,reg52,44162
Saint-Hernin,19,reg53,29250
Saint-Hervé,3,reg53,22300
Saint-Hilaire,14,reg76,46269
Saint-Hilaire,14,reg76,11344
Saint-Hilaire,14,reg76,31486
Saint-Hilaire,15,reg84,03238
Saint-Hilaire,15,reg84,43193
Saint-Hilaire,15,reg84,63360
Saint-Hilaire-de-Chaléons,25,reg52,44164
Saint-Hilaire-de-Clisson,46,reg52,44165
Saint-Hilaire-de-Court,30,reg24,18214
Saint-Hilaire-de-Lusignan,20,reg75,47246
Saint-Hilaire-de-Riez,176,reg52,85226
Saint-Hilaire-de-Villefranche,24,reg75,17344
Saint-Hilaire-de-Voust,14,reg52,85229
Saint-Hilaire-des-Loges,75,reg52,85227
Saint-Hilaire-du-Maine,6,reg52,53226
Saint-Hilaire-la-Forêt,8,reg52,85231
Saint-Hilaire-la-Gravelle,50,reg24,41214
Saint-Hilaire-le-Châtel,29,reg28,61404
Saint-Hilaire-le-Vouhis,32,reg52,85232
Saint-Hilaire-les-Andrésis,23,reg24,45281
Saint-Hilaire-lez-Cambrai,5,reg32,59533
Saint-Hilaire-Peyroux,16,reg75,19211
Saint-Hilaire-Saint-Mesmin,23,reg24,45282
Saint-Hilaire-sur-Erre,10,reg28,61405
Saint-Hilaire-sur-Helpe,13,reg32,59534
Saint-Hilaire-sur-Puiseaux,2,reg24,45283
Saint-Hippolyte,3,reg75,17346
Saint-Hippolyte,3,reg75,33420
Saint-Hippolyte,68,reg76,66176
Saint-Hippolyte,68,reg76,12226
Saint-Hippolyte-le-Graveyron,4,reg93,84109
Saint-Ignat,4,reg84,63362
Saint-Igny-de-Roche,13,reg27,71428
Saint-Illide,10,reg84,15191
Saint-Illiers-la-Ville,20,IDF_DEP_78,78558
Saint-Jacques-des-Blats,13,reg84,15192
Saint-Jacut-de-la-Mer,21,reg53,22302
Saint-Jacut-les-Pins,17,reg53,56221
Saint-Jal,6,reg75,19213
Saint-Jans-Cappel,51,reg32,59535
Saint-Jean,653,reg76,31488
Saint-Jean-Bonnefonds,565,reg84,42237
Saint-Jean-Brévelay,106,reg53,56222
Saint-Jean-Cap-Ferrat,118,reg93,06121
Saint-Jean-d'Angély,399,reg75,17347
Saint-Jean-d'Arvey,62,reg84,73243
Saint-Jean-d'Assé,15,reg52,72290
Saint-Jean-d'Aulps,34,reg84,74238
Saint-Jean-d'Heurs,4,reg84,63364
Saint-Jean-d'Illac,599,reg75,33422
Saint-Jean-de-Beugné,16,reg52,85233
Saint-Jean-de-Boiseau,348,reg52,44166
Saint-Jean-de-Bonneval,1,reg44,10342
Saint-Jean-de-Braye,2239,reg24,45284
Saint-Jean-de-Chevelu,19,reg84,73245
Saint-Jean-de-Côle,4,reg75,24425
Saint-Jean-de-Couz,6,reg84,73246
Saint-Jean-de-Folleville,2,reg28,76592
Saint-Jean-de-Gonville,31,reg84,01360
Saint-Jean-de-la-Motte,9,reg52,72291
Saint-Jean-de-la-Porte,25,reg84,73247
Saint-Jean-de-la-Ruelle,2235,reg24,45285
Saint-Jean-de-Liversay,16,reg75,17349
Saint-Jean-de-Luz,1531,reg75,64483
Saint-Jean-de-Marsacq,48,reg75,40264
Saint-Jean-de-Maurienne,1075,reg84,73248
Saint-Jean-de-Monts,256,reg52,85234
Saint-Jean-de-Muzols,35,reg84,07245
Saint-Jean-de-Niost,14,reg84,01361
Saint-Jean-de-Sixt,12,reg84,74239
Saint-Jean-de-Tholome,12,reg84,74240
Saint-Jean-de-Thurigneux,6,reg84,01362
Saint-Jean-de-Verges,34,reg76,09264
Saint-Jean-des-Vignes,40,reg84,69212
Saint-Jean-du-Bois,10,reg52,72293
Saint-Jean-du-Cardonnay,3,reg28,76594
Saint-Jean-du-Doigt,6,reg53,29251
Saint-Jean-du-Falga,55,reg76,09265
Saint-Jean-la-Bussière,50,reg84,69214
Saint-Jean-la-Poterie,1,reg53,56223
Saint-Jean-la-Vêtre,9,reg84,42238
Saint-Jean-Lasseille,71,reg76,66177
Saint-Jean-le-Blanc,302,reg24,45286
Saint-Jean-le-Centenier,68,reg84,07247
Saint-Jean-le-Vieux,67,reg84,01363
Saint-Jean-le-Vieux,67,reg84,38404
Saint-Jean-les-Deux-Jumeaux,11,IDF_DEP_77,77415
Saint-Jean-Pied-de-Port,39,reg75,64485
Saint-Jean-Pla-de-Corts,48,reg76,66178
Saint-Jean-Poudge,2,reg75,64486
Saint-Jean-Roure,3,reg84,07248
Saint-Jean-Saint-Maurice-sur-Loire,10,reg84,42239
Saint-Jean-Soleymieux,20,reg84,42240
Saint-Jean-sur-Mayenne,11,reg52,53229
Saint-Jean-sur-Reyssouze,27,reg84,01364
Saint-Jean-sur-Veyle,33,reg84,01365
Saint-Jean-Trolimon,26,reg53,29252
Saint-Jeannet,39,reg93,04181
Saint-Jeannet,39,reg93,06122
Saint-Jeoire,191,reg84,74241
Saint-Jeoire-Prieuré,84,reg84,73249
Saint-Jeure-d'Ay,14,reg84,07250
Saint-Joachim,95,reg52,44168
Saint-Jodard,14,reg84,42241
Saint-Jorioz,238,reg84,74242
Saint-Jory,404,reg76,31490
Saint-Jory-de-Chalais,14,reg75,24428
Saint-Joseph,15,reg84,42242
Saint-Jouan-de-l'Isle,3,reg53,22305
Saint-Jouin-Bruneval,19,reg28,76595
Saint-Juéry,649,reg76,81257
Saint-Juéry,649,reg76,48161
Saint-Juéry,649,reg76,12233
Saint-Juire-Champgillon,5,reg52,85235
Saint-Julien,55,reg53,22307
Saint-Julien,3,reg84,69215
Saint-Julien-aux-Bois,2,reg75,19214
Saint-Julien-d'Oddes,2,reg84,42243
Saint-Julien-de-Chédon,6,reg24,41217
Saint-Julien-de-Concelles,134,reg52,44169
Saint-Julien-de-Lampon,20,reg75,24432
Saint-Julien-de-Vouvantes,13,reg52,44170
Saint-Julien-des-Landes,22,reg52,85236
Saint-Julien-du-Sault,118,reg27,89348
Saint-Julien-du-Serre,31,reg84,07254
Saint-Julien-du-Terroux,2,reg52,53230
Saint-Julien-en-Born,19,reg75,40266
Saint-Julien-en-Genevois,1323,reg84,74243
Saint-Julien-en-Saint-Alban,36,reg84,07255
Saint-Julien-le-Vendômois,4,reg75,19216
Saint-Julien-les-Villas,707,reg44,10343
Saint-Julien-Molin-Molette,40,reg84,42246
Saint-Julien-Mont-Denis,64,reg84,73250
Saint-Julien-Puy-Lavèze,6,reg84,63370
Saint-Julien-sur-Bibost,17,reg84,69216
Saint-Julien-sur-Cher,1,reg24,41218
Saint-Julien-sur-Dheune,3,reg27,71435
Saint-Julien-sur-Reyssouze,13,reg84,01367
Saint-Julien-sur-Sarthe,39,reg28,61412
Saint-Julien-sur-Veyle,20,reg84,01368
Saint-Just,13,reg24,18218
Saint-Just,25,reg84,01369
Saint-Just,25,reg84,63371
Saint-Just-d'Ardèche,30,reg84,07259
Saint-Just-d'Avray,12,reg84,69217
Saint-Just-en-Chaussée,878,reg32,60581
Saint-Just-sur-Dive,1,reg52,49291
Saint-Juvat,9,reg53,22308
Saint-Lager,22,reg84,69218
Saint-Lambert-la-Potherie,130,reg52,49294
Saint-Langis-lès-Mortagne,36,reg28,61414
Saint-Launeuc,2,reg53,22309
Saint-Laure,9,reg84,63372
Saint-Laurent,2,reg53,22310
Saint-Laurent,2,reg24,18219
Saint-Laurent,24,reg44,08385
Saint-Laurent,21,reg75,23206
Saint-Laurent,21,reg75,47249
Saint-Laurent-d'Agny,24,reg84,69219
Saint-Laurent-d'Andenay,70,reg27,71436
Saint-Laurent-d'Arce,1,reg75,33425
Saint-Laurent-de-Cerdans,37,reg76,66179
Saint-Laurent-de-Céris,13,reg75,16329
Saint-Laurent-de-Chamousset,128,reg84,69220
Saint-Laurent-de-Gosse,19,reg75,40268
Saint-Laurent-de-la-Prée,14,reg75,17353
Saint-Laurent-de-la-Salanque,359,reg76,66180
Saint-Laurent-de-la-Salle,6,reg52,85237
Saint-Laurent-de-Lin,3,reg24,37223
Saint-Laurent-de-Mure,69,reg84,69288
Saint-Laurent-du-Pape,29,reg84,07261
Saint-Laurent-du-Var,1534,reg93,06123
Saint-Laurent-du-Verdon,4,reg93,04186
Saint-Laurent-en-Caux,53,reg28,76597
Saint-Laurent-en-Gâtines,32,reg24,37224
Saint-Laurent-en-Grandvaux,105,reg27,39487
Saint-Laurent-Médoc,121,reg75,33424
Saint-Laurent-Nouan,101,reg24,41220
Saint-Laurent-sur-Oust,11,reg53,56224
Saint-Laurent-sur-Saône,321,reg84,01370
Saint-Laurent-sur-Sèvre,121,reg52,85238
Saint-Léger,3,reg84,73252
Saint-Léger,2,reg52,53232
Saint-Léger-aux-Bois,1,reg32,60582
Saint-Léger-Bridereix,6,reg75,23207
Saint-Léger-de-Balson,9,reg75,33429
Saint-Léger-du-Bourg-Denis,356,reg28,76599
Saint-Léger-en-Bray,7,reg32,60583
Saint-Léger-en-Yvelines,34,IDF_DEP_78,78562
Saint-Léger-le-Guérétois,4,reg75,23208
Saint-Léger-lès-Domart,194,reg32,80706
Saint-Léger-les-Vignes,29,reg52,44171
Saint-Léger-près-Troyes,26,reg44,10344
Saint-Léger-sous-Beuvray,18,reg27,71440
Saint-Léger-sous-Brienne,11,reg44,10345
Saint-Léger-sous-Cholet,110,reg52,49299
Saint-Léger-sous-la-Bussière,4,reg27,71441
Saint-Léger-sur-Dheune,97,reg27,71442
Saint-Léger-sur-Sarthe,12,reg28,61415
Saint-Léger-sur-Vouzance,5,reg84,03239
Saint-Léon,6,reg84,03240
Saint-Léon,18,reg76,31495
Saint-Léon-sur-l'Isle,120,reg75,24442
Saint-Léon-sur-Vézère,5,reg75,24443
Saint-Léonard,37,reg28,76600
Saint-Léopardin-d'Augy,7,reg84,03241
Saint-Léry,4,reg53,56225
Saint-Leu-d'Esserent,509,reg32,60584
Saint-Leu-la-Forêt,899,IDF_DEP_95,95563
Saint-Lieux-lès-Lavaur,6,reg76,81261
Saint-Lon-les-Mines,32,reg75,40269
Saint-Longis,4,reg52,72295
Saint-Lormel,28,reg53,22311
Saint-Lothain,6,reg27,39489
Saint-Loubert,1,reg75,33432
Saint-Loubès,487,reg75,33433
Saint-Louis-de-Montferrand,101,reg75,33434
Saint-Louis-en-l'Isle,8,reg75,24444
Saint-Loup,14,reg84,03242
Saint-Loup,35,reg24,41222
Saint-Loup-Cammas,25,reg76,31497
Saint-Loup-de-Buffigny,4,reg44,10347
Saint-Loup-de-Naud,15,IDF_DEP_77,77418
Saint-Loup-de-Varennes,10,reg27,71444
Saint-Loup-des-Vignes,14,reg24,45288
Saint-Loup-du-Dorat,5,reg52,53233
Saint-Loup-Géanges,18,reg27,71443
Saint-Lubin-en-Vergonnois,5,reg24,41223
Saint-Lumine-de-Clisson,26,reg52,44173
Saint-Lumine-de-Coutais,10,reg52,44174
Saint-Lupien,10,reg44,10348
Saint-Lyé,11,reg44,10349
Saint-Lyé-la-Forêt,17,reg24,45289
Saint-Lyphard,87,reg52,44175
Saint-Lys,425,reg76,31499
Saint-Macaire,44,reg75,33435
Saint-Macaire-du-Bois,18,reg52,49302
Saint-Maclou,20,reg28,27561
Saint-Maclou-de-Folleville,13,reg28,76602
Saint-Magne,16,reg75,33436
Saint-Maime,16,reg93,04188
Saint-Maixant,16,reg75,23210
Saint-Maixant,16,reg75,33438
Saint-Maixent,8,reg52,72296
Saint-Maixent-sur-Vie,10,reg52,85239
Saint-Malo,20,reg53,35288
Saint-Malo-de-Beignon,6,reg53,56226
Saint-Malo-de-Guersac,87,reg52,44176
Saint-Malo-des-Trois-Fontaines,6,reg53,56227
Saint-Malô-du-Bois,44,reg52,85240
Saint-Mamet-la-Salvetat,27,reg84,15196
Saint-Mammès,67,IDF_DEP_77,77419
Saint-Mandé,1136,IDF_DEP_94,94067
Saint-Manvieu-Norrey,23,reg28,14610
Saint-Marc-à-Frongier,4,reg75,23211
Saint-Marc-à-Loubaud,5,reg75,23212
Saint-Marceau,5,reg52,72297
Saint-Marcel,487,reg27,71445
Saint-Marcel,487,reg27,70468
Saint-Marcel,136,reg84,73253
Saint-Marcel,136,reg84,01371
Saint-Marcel,54,reg53,56228
Saint-Marcel,269,reg28,27562
Saint-Marcel-d'Ardèche,6,reg84,07264
Saint-Marcel-en-Murat,3,reg84,03243
Saint-Marcel-l'Éclairé,15,reg84,69225
Saint-Marcel-lès-Annonay,75,reg84,07265
Saint-Marcel-sur-Aude,36,reg76,11353
Saint-Mard,4,reg75,17359
Saint-Mard,72,IDF_DEP_77,77420
Saint-Mard-de-Réno,3,reg28,61418
Saint-Mards-en-Othe,8,reg44,10350
Saint-Mars-d'Égrenne,8,reg28,61421
Saint-Mars-d'Outillé,26,reg52,72299
Saint-Mars-de-Coutais,28,reg52,44178
Saint-Mars-du-Désert,88,reg52,53236
Saint-Mars-du-Désert,88,reg52,44179
Saint-Mars-la-Brière,104,reg52,72300
Saint-Mars-la-Réorthe,24,reg52,85242
Saint-Mars-sur-la-Futaie,17,reg52,53238
Saint-Martial-de-Gimel,4,reg75,19220
Saint-Martial-de-Nabirat,4,reg75,24450
Saint-Martial-le-Vieux,11,reg75,23215
Saint-Martial-Viveyrol,5,reg75,24452
Saint-Martin-aux-Bois,14,reg32,60585
Saint-Martin-aux-Buneaux,33,reg28,76613
Saint-Martin-Belle-Roche,42,reg27,71448
Saint-Martin-d'Abbat,53,reg24,45290
Saint-Martin-d'Arc,1,reg84,73256
Saint-Martin-d'Ardèche,6,reg84,07268
Saint-Martin-d'Arrossa,4,reg75,64490
Saint-Martin-d'Ary,4,reg75,17365
Saint-Martin-d'Auxigny,44,reg24,18223
Saint-Martin-d'Écublei,6,reg28,61423
Saint-Martin-d'Oney,20,reg75,40274
Saint-Martin-de-Boscherville,20,reg28,76614
Saint-Martin-de-Bossenay,10,reg44,10351
Saint-Martin-de-Brômes,17,reg93,04189
Saint-Martin-de-Connée,1,reg52,53239
Saint-Martin-de-Coux,3,reg75,17366
Saint-Martin-de-Fontenay,142,reg28,14623
Saint-Martin-de-Fraigneau,9,reg52,85244
Saint-Martin-de-Fressengeas,3,reg75,24453
Saint-Martin-de-Gurson,4,reg75,24454
Saint-Martin-de-Hinx,18,reg75,40272
Saint-Martin-de-la-Lieue,20,reg28,14625
Saint-Martin-de-Ré,213,reg75,17369
Saint-Martin-de-Ribérac,1,reg75,24455
Saint-Martin-de-Seignanx,283,reg75,40273
Saint-Martin-de-Valamas,27,reg84,07269
Saint-Martin-des-Bois,4,reg24,41225
Saint-Martin-des-Champs,1,reg24,18224
Saint-Martin-des-Champs,241,reg53,29254
Saint-Martin-des-Entrées,19,reg28,14630
Saint-Martin-des-Fontaines,2,reg52,85245
Saint-Martin-des-Noyers,39,reg52,85246
Saint-Martin-des-Tilleuls,24,reg52,85247
Saint-Martin-du-Fouilloux,81,reg52,49306
Saint-Martin-du-Frêne,37,reg84,01373
Saint-Martin-du-Limet,6,reg52,53240
Saint-Martin-du-Manoir,10,reg28,76616
Saint-Martin-du-Mont,20,reg84,01374
Saint-Martin-du-Tertre,41,reg27,89354
Saint-Martin-du-Tertre,209,IDF_DEP_95,95566
Saint-Martin-du-Tilleul,1,reg28,27569
Saint-Martin-du-Var,105,reg93,06126
Saint-Martin-du-Vivier,9,reg28,76617
Saint-Martin-en-Haut,140,reg84,69227
Saint-Martin-la-Garenne,7,IDF_DEP_78,78567
Saint-Martin-la-Méanne,5,reg75,19222
Saint-Martin-Lacaussade,5,reg75,33441
Saint-Martin-le-Beau,120,reg24,37225
Saint-Martin-le-Châtel,15,reg84,01375
Saint-Martin-les-Eaux,6,reg93,04190
Saint-Martin-Longueau,34,reg32,60587
Saint-Martin-Sepert,2,reg75,19223
Saint-Martin-sur-Écaillon,1,reg32,59537
Saint-Martin-sur-Ocre,8,reg24,45291
Saint-Martin-sur-Oust,26,reg53,56229
Saint-Martin-Valmeroux,25,reg84,15202
Saint-Martin-Vésubie,21,reg93,06127
Saint-Martinien,7,reg84,03246
Saint-Martory,34,reg76,31503
Saint-Mathurin,53,reg52,85250
Saint-Maudan,14,reg53,22314
Saint-Maur,30,reg32,60588
Saint-Maur-des-Fossés,2821,IDF_DEP_94,94068
Saint-Maurice,1587,IDF_DEP_94,94069
Saint-Maurice,6,reg84,63378
Saint-Maurice-de-Beynost,354,reg84,01376
Saint-Maurice-de-Gourdans,8,reg84,01378
Saint-Maurice-de-Rémens,23,reg84,01379
Saint-Maurice-des-Lions,11,reg75,16337
Saint-Maurice-des-Noues,19,reg52,85251
Saint-Maurice-la-Souterraine,21,reg75,23219
Saint-Maurice-le-Girard,8,reg52,85252
Saint-Maurice-près-Pionsat,3,reg84,63377
Saint-Maurice-sur-Aveyron,28,reg24,45292
Saint-Maurice-sur-Fessard,12,reg24,45293
Saint-Maurin,1,reg75,47260
Saint-Maximin,342,reg32,60589
Saint-Mayeux,13,reg53,22316
Saint-Méard-de-Drône,14,reg75,24460
Saint-Méard-de-Gurçon,15,reg75,24461
Saint-Médard-d'Aunis,12,reg75,17373
Saint-Médard-d'Eyrans,25,reg75,33448
Saint-Médard-de-Guizières,84,reg75,33447
Saint-Médard-de-Mussidan,36,reg75,24462
Saint-Médard-en-Jalles,2425,reg75,33449
Saint-Méen,13,reg53,29255
Saint-Melaine-sur-Aubance,40,reg52,49308
Saint-Menoux,22,reg84,03247
Saint-Méry,6,IDF_DEP_77,77426
Saint-Mesmin,12,reg52,85254
Saint-Mesmin,12,reg44,10353
Saint-Mexant,4,reg75,19227
Saint-Michel,259,reg75,16341
Saint-Michel,259,reg75,64492
Saint-Michel-Chef-Chef,138,reg52,44182
Saint-Michel-de-Boulogne,4,reg84,07277
Saint-Michel-de-Castelnau,2,reg75,33450
Saint-Michel-de-Chabrillanoux,5,reg84,07278
Saint-Michel-de-Chavaignes,10,reg52,72303
Saint-Michel-de-la-Roë,2,reg52,53242
Saint-Michel-de-Maurienne,250,reg84,73261
Saint-Michel-de-Volangis,8,reg24,18226
Saint-Michel-en-l'Herm,69,reg52,85255
Saint-Michel-l'Observatoire,15,reg93,04192
Saint-Michel-le-Cloucq,22,reg52,85256
Saint-Molf,40,reg52,44183
Saint-Momelin,11,reg32,59538
Saint-Montan,7,reg84,07279
Saint-Nazaire,103,reg76,30288
Saint-Nazaire,103,reg76,66186
Saint-Nazaire,9578,reg52,44184
Saint-Nazaire-d'Aude,10,reg76,11360
Saint-Nexans,8,reg75,24472
Saint-Nic,32,reg53,29256
Saint-Nicolas-d'Aliermont,316,reg28,76624
Saint-Nicolas-de-Bourgueil,36,reg24,37228
Saint-Nicolas-de-la-Balerme,5,reg75,47262
Saint-Nicolas-de-Redon,80,reg52,44185
Saint-Nicolas-des-Biefs,1,reg84,03248
Saint-Nicolas-des-Motets,3,reg24,37229
Saint-Nicolas-du-Pélem,16,reg53,22321
Saint-Nicolas-du-Tertre,4,reg53,56230
Saint-Nicolas-la-Chapelle,5,reg84,73262
Saint-Nizier-d'Azergues,11,reg84,69229
Saint-Nizier-le-Bouchoux,22,reg84,01380
Saint-Nizier-le-Désert,20,reg84,01381
Saint-Nolff,145,reg53,56231
Saint-Nom-la-Bretèche,17,IDF_DEP_78,78571
Saint-Oradoux-de-Chirouze,2,reg75,23224
Saint-Orens-de-Gameville,730,reg76,31506
Saint-Ouen,177,reg24,41226
Saint-Ouen,79,reg32,80711
Saint-Ouen-d'Aunis,8,reg75,17376
Saint-Ouen-de-Mimbré,28,reg52,72305
Saint-Ouen-de-Thouberville,77,reg28,27580
Saint-Ouën-des-Toits,4,reg52,53243
Saint-Ouen-du-Breuil,34,reg28,76628
Saint-Ouen-du-Mesnil-Oger,1,reg28,14637
Saint-Ouen-du-Tilleul,20,reg28,27582
Saint-Ouen-en-Belin,14,reg52,72306
Saint-Ouen-l'Aumône,3062,IDF_DEP_95,95572
Saint-Ouen-le-Pin,1,reg28,14639
Saint-Ouen-les-Vignes,40,reg24,37230
Saint-Ouen-sur-Iton,13,reg28,61440
Saint-Ouen-sur-Morin,1,IDF_DEP_77,77429
Saint-Ours,26,reg84,73265
Saint-Ours,26,reg84,63381
Saint-Outrille,5,reg24,18228
Saint-Pabu,31,reg53,29257
Saint-Paër,26,reg28,76631
Saint-Palais,62,reg75,33456
Saint-Palais,62,reg75,64493
Saint-Palais,3,reg24,18229
